date,product_id,product_name,customer_id,customer_name,region,quantity_sold,unit_price,discount_pct,net_price,revenue,cogs,gross_margin,margin_pct,returns_qty,is_festive,quarter,month,year
2022-03-01,P001,Tirupati Cottonseed Oil 1L,C002,West India Distributors Mumbai,Maharashtra,1676,132.0,0.115,116.82,195790.32,187712.0,8078.32,4.13,8,0,Q1,3,2022
2022-03-01,P002,Tirupati Groundnut Oil 1L,C002,West India Distributors Mumbai,Maharashtra,606,168.0,0.115,148.68,90100.08,87870.0,2230.08,2.48,3,0,Q1,3,2022
2022-03-01,P003,Tirupati Sunflower Oil 1L,C002,West India Distributors Mumbai,Maharashtra,739,142.0,0.115,125.67,92870.13,95331.0,-2460.87,-2.65,3,0,Q1,3,2022
2022-03-01,P006,Tirupati Rice Bran Oil 1L,C002,West India Distributors Mumbai,Maharashtra,391,138.0,0.115,122.13,47752.83,46529.0,1223.83,2.56,2,0,Q1,3,2022
2022-03-01,P001,Tirupati Cottonseed Oil 1L,C003,FreshMart Vadodara,Gujarat,655,132.0,0.03,128.04,83866.2,73360.0,10506.2,12.53,3,0,Q1,3,2022
2022-03-01,P002,Tirupati Groundnut Oil 1L,C003,FreshMart Vadodara,Gujarat,234,168.0,0.03,162.96,38132.64,33930.0,4202.64,11.02,1,0,Q1,3,2022
2022-03-01,P003,Tirupati Sunflower Oil 1L,C003,FreshMart Vadodara,Gujarat,287,142.0,0.03,137.74,39531.38,37023.0,2508.38,6.35,2,0,Q1,3,2022
2022-03-01,P006,Tirupati Rice Bran Oil 1L,C003,FreshMart Vadodara,Gujarat,165,138.0,0.03,133.86,22086.9,19635.0,2451.9,11.1,1,0,Q1,3,2022
2022-03-01,P001,Tirupati Cottonseed Oil 1L,C004,Pune Retail Mart,Maharashtra,724,132.0,0.03,128.04,92700.96,81088.0,11612.96,12.53,4,0,Q1,3,2022
2022-03-01,P002,Tirupati Groundnut Oil 1L,C004,Pune Retail Mart,Maharashtra,225,168.0,0.03,162.96,36666.0,32625.0,4041.0,11.02,1,0,Q1,3,2022
2022-03-01,P003,Tirupati Sunflower Oil 1L,C004,Pune Retail Mart,Maharashtra,282,142.0,0.03,137.74,38842.68,36378.0,2464.68,6.35,2,0,Q1,3,2022
2022-03-01,P006,Tirupati Rice Bran Oil 1L,C004,Pune Retail Mart,Maharashtra,171,138.0,0.03,133.86,22890.06,20349.0,2541.06,11.1,1,0,Q1,3,2022
2022-03-01,P004,Industrial Castor Oil 50L,C005,Global Oils Export LLP,Export,49,4850.0,0.05,4607.5,225767.5,201880.0,23887.5,10.58,0,0,Q1,3,2022
2022-03-01,P004,Industrial Castor Oil 50L,C006,Kandla Export Foods LLC,Export,43,4850.0,0.05,4607.5,198122.5,177160.0,20962.5,10.58,0,0,Q1,3,2022
2022-03-01,P004,Industrial Castor Oil 50L,C007,Industrial Chemicals Pvt Ltd,Gujarat,24,4850.0,0.04,4656.0,111744.0,98880.0,12864.0,11.51,0,0,Q1,3,2022
2022-03-01,P005,De-Oiled Cake 25Kg,C008,Rajkot Agro Feed Traders,Gujarat,153,640.0,0.17,531.2,81273.6,81090.0,183.6,0.23,0,0,Q1,3,2022
2022-04-01,P001,Tirupati Cottonseed Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,1195,132.0,0.05,125.4,149853.0,133840.0,16013.0,10.69,3,0,Q2,4,2022
2022-04-01,P002,Tirupati Groundnut Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,416,168.0,0.05,159.6,66393.6,60320.0,6073.6,9.15,2,0,Q2,4,2022
2022-04-01,P003,Tirupati Sunflower Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,504,142.0,0.05,134.9,67989.6,65016.0,2973.6,4.37,2,0,Q2,4,2022
2022-04-01,P006,Tirupati Rice Bran Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,315,138.0,0.05,131.1,41296.5,37485.0,3811.5,9.23,2,0,Q2,4,2022
2022-04-01,P001,Tirupati Cottonseed Oil 1L,C002,West India Distributors Mumbai,Maharashtra,1744,132.0,0.115,116.82,203734.08,195328.0,8406.08,4.13,12,0,Q2,4,2022
2022-04-01,P002,Tirupati Groundnut Oil 1L,C002,West India Distributors Mumbai,Maharashtra,554,168.0,0.115,148.68,82368.72,80330.0,2038.72,2.48,2,0,Q2,4,2022
2022-04-01,P003,Tirupati Sunflower Oil 1L,C002,West India Distributors Mumbai,Maharashtra,649,142.0,0.115,125.67,81559.83,83721.0,-2161.17,-2.65,2,0,Q2,4,2022
2022-04-01,P006,Tirupati Rice Bran Oil 1L,C002,West India Distributors Mumbai,Maharashtra,406,138.0,0.115,122.13,49584.78,48314.0,1270.78,2.56,1,0,Q2,4,2022
2022-04-01,P001,Tirupati Cottonseed Oil 1L,C003,FreshMart Vadodara,Gujarat,681,132.0,0.03,128.04,87195.24,76272.0,10923.24,12.53,2,0,Q2,4,2022
2022-04-01,P002,Tirupati Groundnut Oil 1L,C003,FreshMart Vadodara,Gujarat,273,168.0,0.03,162.96,44488.08,39585.0,4903.08,11.02,1,0,Q2,4,2022
2022-04-01,P003,Tirupati Sunflower Oil 1L,C003,FreshMart Vadodara,Gujarat,306,142.0,0.03,137.74,42148.44,39474.0,2674.44,6.35,1,0,Q2,4,2022
2022-04-01,P006,Tirupati Rice Bran Oil 1L,C003,FreshMart Vadodara,Gujarat,178,138.0,0.03,133.86,23827.08,21182.0,2645.08,11.1,1,0,Q2,4,2022
2022-04-01,P001,Tirupati Cottonseed Oil 1L,C004,Pune Retail Mart,Maharashtra,749,132.0,0.03,128.04,95901.96,83888.0,12013.96,12.53,2,0,Q2,4,2022
2022-04-01,P002,Tirupati Groundnut Oil 1L,C004,Pune Retail Mart,Maharashtra,236,168.0,0.03,162.96,38458.56,34220.0,4238.56,11.02,1,0,Q2,4,2022
2022-04-01,P003,Tirupati Sunflower Oil 1L,C004,Pune Retail Mart,Maharashtra,314,142.0,0.03,137.74,43250.36,40506.0,2744.36,6.35,2,0,Q2,4,2022
2022-04-01,P006,Tirupati Rice Bran Oil 1L,C004,Pune Retail Mart,Maharashtra,147,138.0,0.03,133.86,19677.42,17493.0,2184.42,11.1,1,0,Q2,4,2022
2022-04-01,P004,Industrial Castor Oil 50L,C005,Global Oils Export LLP,Export,49,4850.0,0.05,4607.5,225767.5,201880.0,23887.5,10.58,0,0,Q2,4,2022
2022-04-01,P004,Industrial Castor Oil 50L,C006,Kandla Export Foods LLC,Export,43,4850.0,0.05,4607.5,198122.5,177160.0,20962.5,10.58,0,0,Q2,4,2022
2022-04-01,P004,Industrial Castor Oil 50L,C007,Industrial Chemicals Pvt Ltd,Gujarat,22,4850.0,0.04,4656.0,102432.0,90640.0,11792.0,11.51,0,0,Q2,4,2022
2022-04-01,P005,De-Oiled Cake 25Kg,C008,Rajkot Agro Feed Traders,Gujarat,154,640.0,0.17,531.2,81804.8,81620.0,184.8,0.23,0,0,Q2,4,2022
2022-05-01,P001,Tirupati Cottonseed Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,1241,132.0,0.05,125.4,155621.4,138992.0,16629.4,10.69,9,0,Q2,5,2022
2022-05-01,P002,Tirupati Groundnut Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,475,168.0,0.05,159.6,75810.0,68875.0,6935.0,9.15,1,0,Q2,5,2022
2022-05-01,P003,Tirupati Sunflower Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,482,142.0,0.05,134.9,65021.8,62178.0,2843.8,4.37,3,0,Q2,5,2022
2022-05-01,P006,Tirupati Rice Bran Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,299,138.0,0.05,131.1,39198.9,35581.0,3617.9,9.23,2,0,Q2,5,2022
2022-05-01,P001,Tirupati Cottonseed Oil 1L,C002,West India Distributors Mumbai,Maharashtra,1811,132.0,0.115,116.82,211561.02,202832.0,8729.02,4.13,11,0,Q2,5,2022
2022-05-01,P002,Tirupati Groundnut Oil 1L,C002,West India Distributors Mumbai,Maharashtra,509,168.0,0.115,148.68,75678.12,73805.0,1873.12,2.48,2,0,Q2,5,2022
2022-05-01,P003,Tirupati Sunflower Oil 1L,C002,West India Distributors Mumbai,Maharashtra,665,142.0,0.115,125.67,83570.55,85785.0,-2214.45,-2.65,2,0,Q2,5,2022
2022-05-01,P006,Tirupati Rice Bran Oil 1L,C002,West India Distributors Mumbai,Maharashtra,412,138.0,0.115,122.13,50317.56,49028.0,1289.56,2.56,3,0,Q2,5,2022
2022-05-01,P001,Tirupati Cottonseed Oil 1L,C003,FreshMart Vadodara,Gujarat,691,132.0,0.03,128.04,88475.64,77392.0,11083.64,12.53,3,0,Q2,5,2022
2022-05-01,P002,Tirupati Groundnut Oil 1L,C003,FreshMart Vadodara,Gujarat,245,168.0,0.03,162.96,39925.2,35525.0,4400.2,11.02,1,0,Q2,5,2022
2022-05-01,P003,Tirupati Sunflower Oil 1L,C003,FreshMart Vadodara,Gujarat,321,142.0,0.03,137.74,44214.54,41409.0,2805.54,6.35,2,0,Q2,5,2022
2022-05-01,P006,Tirupati Rice Bran Oil 1L,C003,FreshMart Vadodara,Gujarat,178,138.0,0.03,133.86,23827.08,21182.0,2645.08,11.1,1,0,Q2,5,2022
2022-05-01,P001,Tirupati Cottonseed Oil 1L,C004,Pune Retail Mart,Maharashtra,661,132.0,0.03,128.04,84634.44,74032.0,10602.44,12.53,2,0,Q2,5,2022
2022-05-01,P002,Tirupati Groundnut Oil 1L,C004,Pune Retail Mart,Maharashtra,228,168.0,0.03,162.96,37154.88,33060.0,4094.88,11.02,2,0,Q2,5,2022
2022-05-01,P003,Tirupati Sunflower Oil 1L,C004,Pune Retail Mart,Maharashtra,291,142.0,0.03,137.74,40082.34,37539.0,2543.34,6.35,1,0,Q2,5,2022
2022-05-01,P006,Tirupati Rice Bran Oil 1L,C004,Pune Retail Mart,Maharashtra,155,138.0,0.03,133.86,20748.3,18445.0,2303.3,11.1,0,0,Q2,5,2022
2022-05-01,P004,Industrial Castor Oil 50L,C005,Global Oils Export LLP,Export,60,4850.0,0.05,4607.5,276450.0,247200.0,29250.0,10.58,0,0,Q2,5,2022
2022-05-01,P004,Industrial Castor Oil 50L,C006,Kandla Export Foods LLC,Export,46,4850.0,0.05,4607.5,211945.0,189520.0,22425.0,10.58,0,0,Q2,5,2022
2022-05-01,P004,Industrial Castor Oil 50L,C007,Industrial Chemicals Pvt Ltd,Gujarat,23,4850.0,0.04,4656.0,107088.0,94760.0,12328.0,11.51,0,0,Q2,5,2022
2022-05-01,P005,De-Oiled Cake 25Kg,C008,Rajkot Agro Feed Traders,Gujarat,161,640.0,0.17,531.2,85523.2,85330.0,193.2,0.23,0,0,Q2,5,2022
2022-06-01,P001,Tirupati Cottonseed Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,1388,132.0,0.05,125.4,174055.2,155456.0,18599.2,10.69,8,0,Q2,6,2022
2022-06-01,P002,Tirupati Groundnut Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,432,168.0,0.05,159.6,68947.2,62640.0,6307.2,9.15,2,0,Q2,6,2022
2022-06-01,P003,Tirupati Sunflower Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,491,142.0,0.05,134.9,66235.9,63339.0,2896.9,4.37,2,0,Q2,6,2022
2022-06-01,P006,Tirupati Rice Bran Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,284,138.0,0.05,131.1,37232.4,33796.0,3436.4,9.23,1,0,Q2,6,2022
2022-06-01,P001,Tirupati Cottonseed Oil 1L,C002,West India Distributors Mumbai,Maharashtra,1671,132.0,0.115,116.82,195206.22,187152.0,8054.22,4.13,11,0,Q2,6,2022
2022-06-01,P002,Tirupati Groundnut Oil 1L,C002,West India Distributors Mumbai,Maharashtra,559,168.0,0.115,148.68,83112.12,81055.0,2057.12,2.48,3,0,Q2,6,2022
2022-06-01,P003,Tirupati Sunflower Oil 1L,C002,West India Distributors Mumbai,Maharashtra,736,142.0,0.115,125.67,92493.12,94944.0,-2450.88,-2.65,4,0,Q2,6,2022
2022-06-01,P006,Tirupati Rice Bran Oil 1L,C002,West India Distributors Mumbai,Maharashtra,440,138.0,0.115,122.13,53737.2,52360.0,1377.2,2.56,2,0,Q2,6,2022
2022-06-01,P001,Tirupati Cottonseed Oil 1L,C003,FreshMart Vadodara,Gujarat,694,132.0,0.03,128.04,88859.76,77728.0,11131.76,12.53,2,0,Q2,6,2022
2022-06-01,P002,Tirupati Groundnut Oil 1L,C003,FreshMart Vadodara,Gujarat,214,168.0,0.03,162.96,34873.44,31030.0,3843.44,11.02,0,0,Q2,6,2022
2022-06-01,P003,Tirupati Sunflower Oil 1L,C003,FreshMart Vadodara,Gujarat,281,142.0,0.03,137.74,38704.94,36249.0,2455.94,6.35,2,0,Q2,6,2022
2022-06-01,P006,Tirupati Rice Bran Oil 1L,C003,FreshMart Vadodara,Gujarat,177,138.0,0.03,133.86,23693.22,21063.0,2630.22,11.1,1,0,Q2,6,2022
2022-06-01,P001,Tirupati Cottonseed Oil 1L,C004,Pune Retail Mart,Maharashtra,669,132.0,0.03,128.04,85658.76,74928.0,10730.76,12.53,1,0,Q2,6,2022
2022-06-01,P002,Tirupati Groundnut Oil 1L,C004,Pune Retail Mart,Maharashtra,231,168.0,0.03,162.96,37643.76,33495.0,4148.76,11.02,2,0,Q2,6,2022
2022-06-01,P003,Tirupati Sunflower Oil 1L,C004,Pune Retail Mart,Maharashtra,289,142.0,0.03,137.74,39806.86,37281.0,2525.86,6.35,2,0,Q2,6,2022
2022-06-01,P006,Tirupati Rice Bran Oil 1L,C004,Pune Retail Mart,Maharashtra,159,138.0,0.03,133.86,21283.74,18921.0,2362.74,11.1,1,0,Q2,6,2022
2022-06-01,P004,Industrial Castor Oil 50L,C005,Global Oils Export LLP,Export,45,4850.0,0.05,4607.5,207337.5,185400.0,21937.5,10.58,0,0,Q2,6,2022
2022-06-01,P004,Industrial Castor Oil 50L,C006,Kandla Export Foods LLC,Export,36,4850.0,0.05,4607.5,165870.0,148320.0,17550.0,10.58,0,0,Q2,6,2022
2022-06-01,P004,Industrial Castor Oil 50L,C007,Industrial Chemicals Pvt Ltd,Gujarat,24,4850.0,0.04,4656.0,111744.0,98880.0,12864.0,11.51,0,0,Q2,6,2022
2022-06-01,P005,De-Oiled Cake 25Kg,C008,Rajkot Agro Feed Traders,Gujarat,137,640.0,0.17,531.2,72774.4,72610.0,164.4,0.23,0,0,Q2,6,2022
2022-07-01,P001,Tirupati Cottonseed Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,1146,132.0,0.05,125.4,143708.4,128352.0,15356.4,10.69,6,0,Q3,7,2022
2022-07-01,P002,Tirupati Groundnut Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,399,168.0,0.05,159.6,63680.4,57855.0,5825.4,9.15,3,0,Q3,7,2022
2022-07-01,P003,Tirupati Sunflower Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,472,142.0,0.05,134.9,63672.8,60888.0,2784.8,4.37,3,0,Q3,7,2022
2022-07-01,P006,Tirupati Rice Bran Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,259,138.0,0.05,131.1,33954.9,30821.0,3133.9,9.23,2,0,Q3,7,2022
2022-07-01,P001,Tirupati Cottonseed Oil 1L,C002,West India Distributors Mumbai,Maharashtra,1699,132.0,0.115,116.82,198477.18,190288.0,8189.18,4.13,7,0,Q3,7,2022
2022-07-01,P002,Tirupati Groundnut Oil 1L,C002,West India Distributors Mumbai,Maharashtra,551,168.0,0.115,148.68,81922.68,79895.0,2027.68,2.48,2,0,Q3,7,2022
2022-07-01,P003,Tirupati Sunflower Oil 1L,C002,West India Distributors Mumbai,Maharashtra,716,142.0,0.115,125.67,89979.72,92364.0,-2384.28,-2.65,5,0,Q3,7,2022
2022-07-01,P006,Tirupati Rice Bran Oil 1L,C002,West India Distributors Mumbai,Maharashtra,389,138.0,0.115,122.13,47508.57,46291.0,1217.57,2.56,3,0,Q3,7,2022
2022-07-01,P001,Tirupati Cottonseed Oil 1L,C003,FreshMart Vadodara,Gujarat,648,132.0,0.03,128.04,82969.92,72576.0,10393.92,12.53,4,0,Q3,7,2022
2022-07-01,P002,Tirupati Groundnut Oil 1L,C003,FreshMart Vadodara,Gujarat,272,168.0,0.03,162.96,44325.12,39440.0,4885.12,11.02,1,0,Q3,7,2022
2022-07-01,P003,Tirupati Sunflower Oil 1L,C003,FreshMart Vadodara,Gujarat,305,142.0,0.03,137.74,42010.7,39345.0,2665.7,6.35,2,0,Q3,7,2022
2022-07-01,P006,Tirupati Rice Bran Oil 1L,C003,FreshMart Vadodara,Gujarat,168,138.0,0.03,133.86,22488.48,19992.0,2496.48,11.1,1,0,Q3,7,2022
2022-07-01,P001,Tirupati Cottonseed Oil 1L,C004,Pune Retail Mart,Maharashtra,605,132.0,0.03,128.04,77464.2,67760.0,9704.2,12.53,3,0,Q3,7,2022
2022-07-01,P002,Tirupati Groundnut Oil 1L,C004,Pune Retail Mart,Maharashtra,203,168.0,0.03,162.96,33080.88,29435.0,3645.88,11.02,0,0,Q3,7,2022
2022-07-01,P003,Tirupati Sunflower Oil 1L,C004,Pune Retail Mart,Maharashtra,306,142.0,0.03,137.74,42148.44,39474.0,2674.44,6.35,1,0,Q3,7,2022
2022-07-01,P006,Tirupati Rice Bran Oil 1L,C004,Pune Retail Mart,Maharashtra,131,138.0,0.03,133.86,17535.66,15589.0,1946.66,11.1,1,0,Q3,7,2022
2022-07-01,P004,Industrial Castor Oil 50L,C005,Global Oils Export LLP,Export,43,4850.0,0.05,4607.5,198122.5,177160.0,20962.5,10.58,0,0,Q3,7,2022
2022-07-01,P004,Industrial Castor Oil 50L,C006,Kandla Export Foods LLC,Export,41,4850.0,0.05,4607.5,188907.5,168920.0,19987.5,10.58,0,0,Q3,7,2022
2022-07-01,P004,Industrial Castor Oil 50L,C007,Industrial Chemicals Pvt Ltd,Gujarat,21,4850.0,0.04,4656.0,97776.0,86520.0,11256.0,11.51,0,0,Q3,7,2022
2022-07-01,P005,De-Oiled Cake 25Kg,C008,Rajkot Agro Feed Traders,Gujarat,148,640.0,0.17,531.2,78617.6,78440.0,177.6,0.23,0,0,Q3,7,2022
2022-08-01,P001,Tirupati Cottonseed Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,1226,132.0,0.05,125.4,153740.4,137312.0,16428.4,10.69,6,0,Q3,8,2022
2022-08-01,P002,Tirupati Groundnut Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,377,168.0,0.05,159.6,60169.2,54665.0,5504.2,9.15,2,0,Q3,8,2022
2022-08-01,P003,Tirupati Sunflower Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,403,142.0,0.05,134.9,54364.7,51987.0,2377.7,4.37,2,0,Q3,8,2022
2022-08-01,P006,Tirupati Rice Bran Oil 1L,C001,Shree Traders Ahmedabad,Gujarat,286,138.0,0.05,131.1,37494.6,34034.0,3460.6,9.23,1,0,Q3,8,2022
2022-08-01,P001,Tirupati Cottonseed Oil 1L,C002,West India Distributors Mumbai,Maharashtra,1492,132.0,0.115,116.82,174295.44,167104.0,7191.44,4.13,3,0,Q3,8,2022
2022-08-01,P002,Tirupati Groundnut Oil 1L,C002,West India Distributors Mumbai,Maharashtra,509,168.0,0.115,148.68,75678.12,73805.0,1873.12,2.48,4,0,Q3,8,2022
